time,text,username,all_hashtages,amount_follwers
2021-09-24 23:47:28,"b""@JoeyDidIt @DianaCialino @Ojeda4America @riledirish You're arguing with yourself.  I've been to Massachusetts.  Lovely place.  Boston is a great town (if you stay out of the parts where they suck cock for opiates).  Vast portions of California are great as well.  Not sure what has you so riled up Joey.  Are you OK?""",b'WalterBithell',[],333
2021-09-24 23:47:25,b'Cheering for Boston now and the Dodgers in a week or so is gonna test me...',b'dimtunkietunkel',[],61
2021-09-24 23:47:15,b'The Night Before Nirvana Changed Forever https://t.co/Tb0BpVW6mX via @ringer',b'msinilo',[],1595
2021-09-24 23:47:13,b'@JohnBechard Why the yellow? Mean something in Boston?',b'zeke6206',[],487
2021-09-24 23:47:12,"b""@AngNyyankeegirl It's for the Boston marathon. I thought it was for pediatric cancer but with the patches on the side it didn't look right""",b'CoreKittyBayBay',[],197
2021-09-24 23:47:09,b'I wonder what the fans in Boston think when Verdugo walks up to the plate playing Chente',b'WhatsUpDigg',[],99
2021-09-24 23:47:09,b'Damn them Boston jerseys ugly af \xf0\x9f\x98\x82',b'PixburghPhill',[],715
2021-09-24 23:47:07,"b""@boston_sp0rts20 @SaddenedJagsFan @spookyheifer @NYYJMM @TMZ Again, Brady isn't bad. Most QBs couldn't pull a victory out of that situation. However when you go back and examine 28-3 you'll see that the Patriots defense was more responsible for the comeback than the offense, nevermind the Atlanta defense committing tons of penalties.""",b'IllCaesarer',[],319
2021-09-24 23:47:00,"b""@ee_mette @JustinOnwenu Perhaps ironically, in the context of this thread, is that instead of U of M, I \xe2\x80\xa6 went to school in Boston. But it was Boston University, so I mean, that's at least accurate?""",b'gabbklein',[],543
2021-09-24 23:46:57,"b'@Chalkeater11 @FlyerTom23 This is true, Boston Strong!'",b'tonycbadabing',[],971
2021-09-24 23:46:56,b'@AmandaMassare @stbcbeer @KevinMassare Can someone please turn down the Boston uniforms?!?!',b'vchiesibrown',[],1464
2021-09-24 23:46:55,b'The Boston Red Sox yellow jerseys are atrocious \xf0\x9f\xa4\xa2\xf0\x9f\xa4\xa2',b'carleyamox09',[],298
2021-09-24 23:46:54,b'Boston Celtics point guard and former FM Marcus great Marcus Smart in the house as he\xe2\x80\x99s inducted into the Marcus Hall of Fame tonight. https://t.co/uGpOZeXCUb',b'NickHarris247',[],9559
2021-09-24 23:46:52,b'Those yellow Boston jerseys are horrific why do they keep wearing them',b'DotsByHerbert',[],912
2021-09-24 23:46:47,"b""Alright since every other tweet is asking what the deal is with the Sox uniforms, have care how you speak because there is meaning behind them. Believe they're for the Boston bombings.""",b'mikescudiero',[],4271
2021-09-24 23:46:35,"b'Roxbury Apartment for rent 4 Bedrooms 1.5 Baths Boston - $2,400: This nice 4 Bed 1.5 Bath place in the BOSTON - ROXBURY area is available for 11-01-2021. Included Features are: Laundry in\xe2\x80\xa6 https://t.co/66g70HkGG1 #bostonapartments #bostonrentals #apartmentsforrentinboston https://t.co/Su5AXRa1QY'",b'ApartmentBoston',"['bostonapartments', 'bostonrentals', 'apartmentsforrentinboston']",2179
2021-09-24 23:46:32,"b'Harvard Field Hockey Score - Final: @HarvardFH 4, Columbia 1. Harvard goals: Hannah Pearce x2, Kiley Allen, Rachael Greenwood. #harvardfh #bostonathletes #boston #gocrimson #harvard #bostonsports #fieldhockey #collegefieldhockey #onecrimson #bostonathletemagazine https://t.co/qhydbW7SgP'",b'bostonathletema',"['harvardfh', 'bostonathletes', 'boston', 'gocrimson', 'harvard', 'bostonsports', 'fieldhockey', 'collegefieldhockey', 'onecrimson', 'bostonathletemagazine']",624
2021-09-24 23:46:31,"b'@CarGuyDad Pretty sure I did tell you that today, but I don\xe2\x80\x99t have a pizza shop in Boston, so \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f'",b'crazyreesie',[],751
2021-09-24 23:46:29,"b'Good lord, those Boston Red Sox city connect Jerseys are an eyesore. Who thought bright yellow was a good idea for a uniform choice lol?'",b'ryc30078',[],95
2021-09-24 23:46:26,"b'@Hellbeastly Rocky and Oliver, deny, deny, deny. If there\xe2\x80\x99s no video, it never happened. From Bailey, a tricky Boston Terror, I mean Terrier! LOL! \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'",b'4840Bobo',[],251
2021-09-24 23:46:18,b'Just wanna cuddle and play the game \xf0\x9f\x98\x8a https://t.co/GweluLQN1k',b'BOSTON_LOVE617',[],1502
2021-09-24 23:46:18,"b'Quite a response by Brady Pendley and the Cats: 53-yd TD Pass to Journey Boston, and @DHSCatsFootball lead 7-6 with 7:50 left in the 1st Q.'",b'randerson_ryan',[],339
2021-09-24 23:46:16,b'need the yankees to win tonight just because i have a hatred for every boston team',b'UnitTenTen',[],21
2021-09-24 23:46:09,"b'A lot of people are acting like they\xe2\x80\x99re too cool for school, but I will watch anything Boston Rob does, be it Survivor, Amazing Race, poker, riding in hot air balloons, renovating homes, sleeping, whatever'",b'EricLaValle',[],1003
2021-09-24 23:46:06,b'Boston has a dirty red also',b'Jamesyankee',[],2107
2021-09-24 23:46:05,"b'71 Call Street, Boston https://t.co/fVnNXqKKgP'",b'everylotboston',[],1559
2021-09-24 23:46:01,b'Bill Shields Retires After 41 Years At WBZ - CBS Boston https://t.co/oKEVsVIf7y',b'MA_News_Videos',[],31
2021-09-24 23:45:54,b'Boston Red Sox suck Boston Red Sox Boston Red Sox suck Boston Red Sox suck Boston Red Sox suck Boston Red Sox suck Boston Red Sox suck big moose cock',b'Alex54712866',[],1
2021-09-24 23:45:43,b'Is Boston yellow?',b'Very_NESSAsary',[],1746
2021-09-24 23:45:42,"b'@SWINTERSMITH @andreaforboston showed courage and shared her vision for an equitable Boston. She\xe2\x80\x99s thrown down the gauntlet for change and is challenging the finalists to commit to fixing the problems of homelessness and lack of affordable housing, police reform and quality education. Let\xe2\x80\x99s go'",b'DonnaGittens',[],560
2021-09-24 23:45:35,b'loved him on boston i hope he prospers https://t.co/T9MWNuilmQ',b'arash_n7',[],1329
2021-09-24 23:45:33,b'HOCO Night in New Boston! Let\xe2\x80\x99s go @HuronChiefsFB! https://t.co/F2D6BCVsin',b'therealrshoyt',[],3
2021-09-24 23:45:33,"b'Honestly, I feel like everyone including Red Sox fans should be rooting for the Yankees to win so overwhelmingly tonight that Boston never wears these terrible uniforms ever again.'",b'asrivkin',[],6053
2021-09-24 23:45:33,b'why is boston dressed up like the ucla bruins?',b'orgnl7',[],104
2021-09-24 23:45:31,b'@DEIVIGARClA I could be wrong but I believe the color scheme is a tribute to the Boston marathon',b'ChrisLehmann_',[],51
2021-09-24 23:45:21,"b""@BlackKrystel Ya.  It's not even a question. NYC Pizza is #1. And I'm from Boston.   No body wants Chi Soup.""",b'FAT_DAN23',[],33
2021-09-24 23:45:10,b'The yankee/ Boston game reminds me of World Series games back in the early sixties. Just the tension!',b'retiredtennis',[],125
2021-09-24 23:45:06,b'yankees boutta smack boston \xf0\x9f\x98\x82',b'inkushwetrust',[],1227
2021-09-24 23:44:57,"b'@stefffffanos Team Europe 2-0. Soon the 3rd match will start. Stef cheerleader. Supporting Ruud so much. Federer has come to Boston, to make a surprise, especially to Stef, who texted him asking to come to Boston as he missed Roger'",b'Barbara34979737',[],39
2021-09-24 23:44:52,b'Why are the Boston Red Soxs wear yellow @geoff_green',b'PennyRich',[],1636
2021-09-24 23:44:43,b'Boston https://t.co/oawo8gJWbM',b'CooIGuyIan',[],578
2021-09-24 23:44:43,b'@nathaliejacoby1 Boston',b'kmliebe1',[],85
2021-09-24 23:44:40,b'The jerseys are meant to honor the victims of the Boston marathon bombing but okay https://t.co/BLSRqjBgX8',b'Studnickaszn01',[],628
2021-09-24 23:44:33,"b'Ladder 17 a Lockout. 231 Berkeley Street, Boston. Nearest Box 1539 BERKELEY &amp; NEWBURY STS. 19:44'",b'BostonFireAlert',[],4693
2021-09-24 23:44:31,b'Boston Red Sox City Connect jerseys are \xf0\x9f\x94\xa5',b'Frakeeey',[],130
2021-09-24 23:44:30,b'Smoked my first Boston Butt! \xf0\x9f\x90\x96 Huge thanks to @ChrisCoggins3 for all the tips! https://t.co/xKdNrS4zWq',b'M_Lopez26',[],466
2021-09-24 23:44:18,b'STORIES OF THE WEEK \xf0\x9f\x93\xba2 shootings this week involving teens &amp; gangs. Hear from @chieframsay &amp; faith leaders on what needs to be done to stop this\xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/eJmyIeCzrs  \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/zfdpvIX8Dy \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/gBxjkAhWOW \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/nM1OmtRLAX \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/DdElqJtCqQ',b'KWCHLily',[],9519
